year	wave	region	income	family_member	gender	year_born	education_level	marriage	religion	occupation	company_size	reason_none_worker
2018	14	2	10753	3	1	1963	6	1	1	149	7	 
2015	11	1	3444	1	2	1989	7	5	2	222	10	 
2016	12	1	3648	1	2	1989	7	5	2	222	8	 
2017	13	1	3139	1	2	1989	7	5	2	222	7	 
2018	14	1	3538	1	2	1989	7	5	2	 	 	 
2005	1	2	4484	4	1	1961	5	1	2	833	3	 
2006	2	2	5599	4	1	1961	5	1	2	833	3	 
2007	3	2	5708	4	1	1961	5	1	2	741	3	 
2008	4	2	4853	3	1	1961	5	1	2	743	2	 
2009	5	2	7144	3	1	1961	5	1	2	743	3	 
2010	6	2	8096	4	1	1961	5	1	2	743	4	 
2005	1	2	5708	4	1	1962	7	1	1	511	1	 
2006	2	2	5879	4	1	1962	7	1	1	511	1	 
2007	3	2	7503	4	1	1962	7	1	1	511	1	 
2008	4	2	6333	4	1	1962	7	1	1	510	1	 
2009	5	2	5720	4	1	1962	7	1	1	510	1	 
2010	6	2	1841	3	1	1962	7	1	1	510	1	 
2011	7	2	13812	3	1	1962	7	1	1	510	1	 
2012	8	2	5562	4	1	1962	7	1	1	510	1	 
2013	9	2	5360	4	1	1962	7	1	1	510	1	 
2014	10	2	5542	4	1	1962	7	1	1	510	1	 
2015	11	2	9488	4	1	1962	7	1	1	510	1	 
2016	12	2	4157	4	1	1962	7	1	1	510	1	 
2017	13	1	5510	4	1	1962	7	1	1	510	1	 
2018	14	1	7519	4	1	1962	7	1	1	510	1	 
2005	1	2	4724	5	1	1953	7	1	1	152	10	 
2005	1	2	6099	6	1	1961	6	1	2	24	7	 
2006	2	2	6415	6	1	1961	6	1	2	314	6	 
2007	3	2	9908	6	1	1961	6	1	2	314	7	 
2008	4	2	9395	6	1	1961	6	1	2	510	7	 
2005	1	2	659	2	1	1934	7	1	1	 	 	 
2006	2	2	1673	2	1	1934	7	1	1	 	 	 
2007	3	2	1300	2	1	1934	7	1	1	 	 	8
2008	4	2	1358	2	1	1934	7	1	1	 	 	8
2009	5	2	2000	2	1	1934	7	1	1	 	 	10
2010	6	2	1120	2	1	1934	7	1	1	 	 	10
2011	7	2	1558	2	1	1934	7	1	1	 	 	10
2012	8	2	1634	2	1	1934	7	1	1	 	 	10
2013	9	2	1538	2	1	1934	7	1	1	 	 	10
2014	10	2	1255	2	1	1934	7	1	2	 	 	10
2015	11	2	4071	2	2	1939	4	1	1	 	 	10
2016	12	2	1365	1	2	1939	4	2	1	 	 	10
2017	13	2	1202	1	2	1939	4	2	1	999	6	 
2018	14	2	1358	1	2	1939	4	2	1	999	9	 
2005	1	2	218	3	1	1946	3	1	1	 	 	7
2006	2	2	1645	3	1	1946	3	1	1	 	 	8
2007	3	2	702	3	1	1946	3	1	1	 	 	8
2008	4	2	1069	3	1	1946	3	1	1	 	 	8
2009	5	2	2948	3	1	1946	3	1	1	 	 	10
2010	6	2	1152	3	1	1946	3	1	2	 	 	10
2011	7	2	1131	3	1	1946	3	1	1	 	 	10
2012	8	2	2130	3	1	1946	3	1	1	 	 	10
2013	9	2	1535	3	1	1946	3	1	1	 	 	10
2014	10	2	1170	3	1	1946	3	1	2	 	 	10
2015	11	2	946	3	1	1946	3	1	2	 	 	10
2016	12	2	3984	2	1	1946	3	1	1	 	 	10
2017	13	2	1934	2	1	1946	3	1	1	 	 	10
2018	14	2	2140	2	1	1946	3	1	1	 	 	10
2005	1	2	1324	1	1	1979	7	5	2	233	10	 
2006	2	2	4530	1	1	1979	7	5	2	237	10	 
2007	3	2	4659	1	1	1979	7	5	2	237	10	 
2008	4	2	865	1	1	1979	7	5	2	799	10	 
2005	1	2	1274	1	2	1928	3	2	1	 	 	1
2006	2	2	549	1	2	1928	3	2	1	 	 	4
2007	3	2	595	1	2	1928	3	2	1	 	 	8
2008	4	2	741	1	2	1928	3	2	1	 	 	8
2009	5	2	654	1	2	1928	3	2	1	 	 	10
2005	1	2	2608	3	1	1943	7	1	1	30	1	 
2006	2	2	1572	2	1	1943	7	1	1	30	2	 
2007	3	2	1897	2	1	1943	7	1	1	30	1	 
2008	4	2	2480	2	1	1943	7	1	1	510	2	 
2009	5	2	2672	2	1	1943	7	1	1	941	11	 
2010	6	2	2305	2	1	1943	7	1	1	942	3	 
2011	7	2	2383	2	1	1943	7	1	1	942	3	 
2012	8	2	2758	2	1	1943	7	1	1	942	8	 
2013	9	2	1046	2	1	1943	7	1	2	 	 	9
2014	10	2	9012	5	1	1943	7	1	1	942	4	 
2015	11	2	7796	5	1	1943	7	1	1	942	7	 
2016	12	2	9563	5	1	1943	7	1	1	942	1	 
2017	13	2	10330	5	1	1943	7	1	1	942	1	 
2018	14	2	9298	5	1	1943	7	1	1	999	7	 
2005	1	2	1958	3	1	1973	5	1	1	513	1	 
2006	2	2	3586	3	1	1973	5	1	1	415	1	 
2007	3	2	3907	4	1	1973	5	1	1	263	1	 
2008	4	2	3595	4	1	1973	5	1	1	510	1	 
2009	5	2	3824	4	1	1973	5	1	1	510	1	 
2010	6	2	3302	4	1	1973	5	1	1	510	1	 
2011	7	2	3873	4	1	1973	5	1	1	441	1	 
2012	8	2	3942	4	1	1973	5	1	1	441	1	 
2013	9	2	5043	4	1	1973	5	1	1	441	1	 
2014	10	2	3117	4	1	1973	5	1	1	441	1	 
2015	11	2	6708	4	1	1973	5	1	1	441	1	 
2016	12	2	4014	4	1	1973	5	1	1	441	1	 
2017	13	2	5284	4	1	1973	5	1	1	441	1	 
2018	14	2	3903	4	1	1973	5	1	1	441	1	 
2005	1	2	3000	3	1	1973	5	1	1	317	2	 
2006	2	2	2814	3	1	1973	5	1	1	317	2	 
2007	3	2	2313	4	1	1973	5	1	1	317	2	 
2008	4	2	4413	4	1	1973	5	1	1	330	2	 
2009	5	2	3870	4	1	1973	5	1	1	330	2	 
2010	6	2	10366	6	1	1973	5	1	1	330	1	 
2011	7	2	5883	6	1	1973	5	1	1	873	5	 
2012	8	2	6801	6	1	1973	5	1	1	873	7	 
2013	9	2	5189	5	1	1973	5	1	1	510	1	 
2014	10	2	5603	5	1	1973	5	1	1	274	1	 
2015	11	2	6908	5	1	1973	5	1	1	942	2	 
2005	1	2	1471	1	1	1969	5	5	2	842	1	 
2006	2	2	3805	1	1	1969	5	5	2	842	1	 
2007	3	2	1946	1	1	1969	5	5	1	941	1	 
2008	4	2	3836	1	1	1969	5	5	2	875	2	 
2009	5	2	3475	1	1	1969	5	1	2	875	3	 
2010	6	2	3108	2	1	1969	5	1	2	875	1	 
2011	7	2	4095	3	1	1969	5	1	2	875	1	 
2012	8	2	4960	3	1	1969	5	1	2	875	1	 
2013	9	2	6340	4	1	1969	5	1	2	875	1	 
2014	10	2	5480	4	1	1969	5	1	1	875	4	 
2015	11	2	6190	4	1	1969	5	1	2	875	4	 
2016	12	2	6967	5	1	1969	5	1	1	875	1	 
2017	13	2	5617	5	1	1969	5	1	1	875	1	 
2018	14	2	6711	5	1	1969	5	1	2	873	1	 
2005	1	2	4997	4	1	1957	5	1	1	842	10	 
2007	3	2	4472	4	1	1957	5	1	1	844	3	 
2008	4	2	5986	4	1	1957	5	1	1	431	6	 
2005	1	2	1820	3	1	1969	7	1	1	513	7	 
2006	2	2	3982	3	1	1969	7	1	1	314	7	 
2007	3	2	4446	3	1	1969	7	1	1	314	7	 
2008	4	2	4837	3	1	1969	7	1	1	510	7	 
2009	5	2	4612	3	1	1969	7	1	1	510	8	 
2010	6	2	5029	3	1	1969	7	1	1	510	7	 
2011	7	2	3512	3	1	1969	7	1	1	510	7	 
2012	8	2	4514	3	1	1969	7	1	1	510	7	 
2013	9	2	5871	3	1	1969	7	1	1	510	8	 
2005	1	2	960	1	2	1961	5	3	2	422	1	 
2005	1	2	474	1	2	1927	5	4	1	 	 	1
2006	2	2	1058	1	2	1927	5	2	1	 	 	4
2007	3	2	798	1	2	1927	5	2	1	 	 	8
2008	4	2	566	1	2	1927	5	2	1	 	 	8
2009	5	2	639	1	2	1927	5	2	1	 	 	10
2010	6	2	609	1	2	1927	5	2	1	 	 	10
2011	7	2	610	1	2	1927	5	2	1	 	 	10
2012	8	2	976	1	2	1927	5	2	1	 	 	10
2013	9	2	842	1	2	1927	5	2	1	 	 	6
2014	10	2	738	1	2	1927	5	2	1	 	 	10
2015	11	2	934	1	2	1927	5	2	1	 	 	10
2016	12	2	954	1	2	1927	5	2	1	 	 	10
2017	13	2	893	1	2	1927	5	2	1	 	 	10
2018	14	2	2340	2	2	1927	5	2	1	 	 	10
2005	1	2	1690	2	1	1941	6	1	1	 	 	8
2006	2	2	2411	2	1	1941	6	1	1	 	 	8
2007	3	2	1996	2	1	1941	6	1	1	 	 	8
2008	4	2	2766	2	1	1941	6	1	1	 	 	8
2009	5	2	2145	2	1	1941	6	1	1	 	 	10
2010	6	2	2270	2	1	1941	6	1	1	 	 	10
2011	7	2	2052	2	1	1941	6	1	1	 	 	10
2012	8	2	2840	2	1	1941	6	1	1	 	 	10
2013	9	2	2637	2	1	1941	6	1	2	 	 	9
2014	10	2	2483	2	1	1941	6	1	2	 	 	10
2015	11	2	2155	2	1	1941	6	1	2	 	 	10
2016	12	2	2256	2	1	1941	6	1	2	 	 	10
2017	13	2	2762	2	1	1941	6	1	2	 	 	10
2018	14	2	2219	2	1	1941	6	1	2	 	 	10
2005	1	2	2274	4	1	1965	7	1	2	842	3	 
2006	2	2	4088	4	1	1965	7	1	2	842	1	 
2007	3	2	3781	4	1	1965	7	1	2	842	8	 
2008	4	2	4088	4	1	1965	7	1	2	873	7	 
2009	5	2	4077	4	1	1965	7	1	2	873	1	 
2010	6	2	4273	4	1	1965	7	1	2	873	1	 
2011	7	2	5110	4	1	1965	7	1	2	873	1	 
2012	8	2	6668	4	1	1965	7	1	2	873	1	 
2013	9	2	6499	4	1	1965	7	1	2	873	1	 
2014	10	2	6393	4	1	1965	7	1	2	873	1	 
2015	11	2	6329	4	1	1965	7	1	2	873	1	 
2016	12	2	7536	3	1	1965	7	1	2	873	1	 
2005	1	2	1383	4	1	1966	5	1	2	941	1	 
2006	2	2	1764	4	1	1966	5	1	2	842	8	 
2007	3	2	3540	4	1	1966	5	1	2	316	11	 
2005	1	2	1624	3	2	1966	5	2	2	413	6	 
2006	2	2	1637	3	2	1966	5	2	2	413	10	 
2007	3	2	1558	3	2	1966	5	2	2	413	7	 
2008	4	2	1518	3	2	1966	5	2	2	 	 	 
2005	1	2	1400	3	1	1963	5	1	2	842	2	 
2006	2	2	2375	3	1	1963	5	1	2	842	2	 
2007	3	2	4034	3	1	1963	5	1	2	842	2	 
2008	4	2	5611	3	1	1963	5	1	1	873	1	 
2009	5	2	3606	3	1	1963	5	1	2	873	1	 
2010	6	2	3222	3	1	1963	5	1	2	873	1	 
2011	7	2	4238	3	1	1963	5	1	2	254	2	 
2012	8	2	4974	3	1	1963	5	1	2	431	4	 
2013	9	2	3913	3	1	1963	5	1	2	431	1	 
2014	10	2	7143	3	1	1963	5	1	2	431	5	 
2015	11	2	5529	3	1	1963	5	1	2	873	1	 
2016	12	2	8779	2	1	1963	5	1	2	873	1	 
2017	13	2	6947	2	1	1963	5	1	1	873	7	 
2018	14	2	8184	2	1	1963	5	1	2	873	5	 
2016	12	2	8112	3	2	1990	8	1	2	 	 	10
2017	13	2	8628	3	2	1990	8	1	1	 	 	10
2018	14	2	5509	3	2	1990	8	1	1	 	 	7
2005	1	2	1534	3	2	1958	5	3	2	 	 	 
2006	2	2	1329	2	2	1958	5	3	2	 	 	 
2007	3	2	1101	2	2	1958	5	3	2	311	3	 
2008	4	2	2853	2	2	1958	5	3	1	274	1	 
2009	5	2	2964	3	2	1958	5	3	1	274	1	 
2010	6	2	2990	3	2	1958	5	3	2	274	1	 
2011	7	2	1379	3	2	1958	5	3	1	274	1	 
2012	8	2	882	3	2	1958	5	3	2	274	1	 
2013	9	2	28	3	2	1958	5	3	2	274	1	 
2014	10	2	468	3	2	1958	5	3	1	 	 	10
2015	11	2	1888	3	2	1958	5	3	2	 	 	10
2016	12	3	2976	3	2	1958	5	3	2	 	 	 
2017	13	2	5186	3	2	1958	5	3	2	274	1	 
2005	1	2	2080	4	1	1959	3	1	1	842	7	 
2005	1	2	2408	5	1	1973	5	1	2	237	3	 
2006	2	2	4312	5	1	1973	5	1	2	733	4	 
2007	3	2	2893	4	1	1973	5	1	2	733	4	 
2008	4	2	3927	4	1	1973	5	1	2	792	4	 
2009	5	2	3934	4	1	1973	5	1	2	792	4	 
2005	1	2	2622	1	1	1965	4	5	2	913	1	 
2006	2	2	2862	1	1	1965	4	5	2	913	2	 
2007	3	2	2862	1	1	1965	4	5	2	913	1	 
2008	4	2	2361	1	1	1965	4	1	2	953	2	 
2009	5	2	1931	1	1	1965	4	5	1	999	2	 
2010	6	2	2157	1	1	1965	4	5	2	999	2	 
2011	7	5	2310	1	1	1965	4	3	1	 	 	11
2012	8	5	1757	1	1	1965	4	1	1	510	1	 
2013	9	5	2435	2	1	1965	4	1	2	510	1	 
2014	10	5	3038	3	1	1965	4	1	2	510	7	 
2015	11	5	3523	3	1	1965	4	1	1	510	2	 
2016	12	5	2769	3	1	1965	4	1	2	510	2	 
2017	13	5	2452	3	1	1965	4	1	2	510	7	 
2018	14	5	3800	3	1	1965	4	1	1	510	1	 
2005	1	2	2330	2	1	1942	4	1	2	914	1	 
2006	2	2	2104	2	1	1942	4	1	1	912	3	 
2007	3	2	2450	2	1	1942	4	1	1	912	3	 
2008	4	2	2879	2	1	1942	4	1	1	942	9	 
2009	5	2	3077	2	1	1942	4	1	1	942	3	 
2010	6	2	3432	2	1	1942	4	1	2	 	 	9
2011	7	2	1828	2	1	1942	4	1	1	942	2	 
2012	8	2	3278	2	1	1942	4	1	1	942	11	 
2013	9	2	3278	2	1	1942	4	1	1	942	2	 
2014	10	2	3244	2	1	1942	4	1	1	942	7	 
2015	11	2	5582	2	1	1942	4	1	1	 	 	10
2016	12	2	1557	2	1	1942	4	1	1	 	 	10
2017	13	2	1522	2	1	1942	4	1	1	941	2	 
2018	14	2	1907	2	1	1942	4	1	1	 	 	1
2005	1	2	2594	4	1	1959	5	1	2	930	6	 
2005	1	2	1762	2	1	1940	3	1	1	912	3	 
2006	2	2	930	2	1	1940	3	1	2	 	 	7
2007	3	2	1004	2	1	1940	3	1	2	 	 	7
2008	4	2	954	2	1	1940	3	1	2	 	 	8
2009	5	2	1006	2	1	1940	3	1	2	 	 	10
2010	6	2	1432	2	1	1940	3	1	2	 	 	10
2011	7	2	2256	2	1	1940	3	1	2	942	4	 
2012	8	2	2442	2	1	1940	3	1	2	942	3	 
2013	9	2	2544	2	1	1940	3	1	2	942	3	 
2014	10	2	2336	2	1	1940	3	1	2	942	3	 
2015	11	2	1637	2	1	1940	3	1	2	 	 	9
2016	12	2	1488	2	1	1940	3	1	1	 	 	10
2017	13	2	1429	2	1	1940	3	1	2	 	 	10
2018	14	2	2304	2	1	1940	3	1	1	 	 	10
2005	1	2	3300	4	1	1958	6	1	1	941	1	 
2006	2	2	1955	4	1	1958	6	1	1	422	1	 
2007	3	2	5145	4	1	1958	5	1	1	422	1	 
2008	4	2	5698	4	1	1958	5	1	1	442	1	 
2009	5	2	8523	4	1	1958	5	1	2	442	1	 
2010	6	2	9022	4	1	1958	5	1	1	442	1	 
2011	7	2	7700	3	1	1958	5	1	1	442	1	 
2012	8	2	7310	3	1	1958	5	1	2	442	1	 
2013	9	2	6116	4	1	1958	5	1	2	442	1	 
2014	10	2	7934	4	1	1958	5	1	2	442	1	 
2015	11	2	1628	3	1	1958	5	1	1	 	 	10
2016	12	2	3786	3	1	1958	5	1	2	421	2	 
2017	13	2	8446	3	1	1958	5	1	1	421	3	 
2018	14	2	8718	3	1	1958	5	1	1	421	2	 
2015	11	2	5868	2	1	1985	7	1	2	753	1	 
2016	12	6	3800	2	1	1985	7	1	2	753	1	 
2017	13	6	4487	2	1	1985	7	1	2	753	1	 
2018	14	2	5943	2	1	1985	7	1	2	312	2	 
2005	1	2	256	1	2	1929	3	2	1	 	 	8
2006	2	2	394	1	2	1929	3	2	1	 	 	8
2007	3	2	384	1	2	1929	3	2	1	 	 	8
2008	4	2	426	1	2	1929	3	2	2	 	 	8
2009	5	2	446	1	2	1929	3	2	2	 	 	10
2011	7	2	789	1	2	1929	5	2	2	 	 	10
2012	8	2	841	1	2	1929	5	2	2	 	 	10
2013	9	2	4165	3	1	1957	4	1	1	153	1	 
2014	10	2	3342	3	1	1957	4	1	1	730	1	 
2015	11	2	3723	2	1	1957	4	1	1	730	1	 
2016	12	2	2284	2	1	1957	4	1	1	730	1	 
2017	13	7	3396	2	1	1957	4	1	1	236	5	 
2018	14	7	3036	2	1	1957	4	1	1	236	4	 
2005	1	2	4	1	2	1944	3	2	2	 	 	8
2006	2	2	0	1	2	1944	3	2	2	 	 	7
2007	3	2	0	1	2	1944	3	2	2	 	 	7
2008	4	2	2	1	2	1944	3	2	2	 	 	8
2009	5	2	3072	5	2	1944	3	2	2	 	 	1
2010	6	2	3182	5	1	1965	5	1	2	873	4	 
2011	7	2	3605	5	1	1965	5	1	2	873	4	 
2012	8	2	5177	4	1	1965	5	1	2	873	7	 
2013	9	2	5537	4	1	1965	5	1	2	873	6	 
2005	1	2	804	2	1	1951	5	3	1	 	 	1
2006	2	2	1239	2	1	1951	5	3	2	 	 	7
2007	3	2	864	2	1	1951	5	3	1	 	 	7
2008	4	2	865	2	1	1951	5	3	1	 	 	8
2009	5	2	979	2	1	1951	5	3	1	 	 	10
2010	6	7	969	2	1	1951	5	3	1	 	 	9
2011	7	7	1227	2	1	1951	5	3	1	 	 	10
2012	8	7	1000	2	1	1951	5	3	1	 	 	10
2013	9	7	851	2	1	1951	5	3	1	 	 	10
2014	10	7	899	2	1	1951	5	3	1	 	 	10
2015	11	7	608	1	1	1951	5	3	2	 	 	10
2016	12	7	1073	1	1	1951	5	3	1	 	 	10
2017	13	7	1354	1	1	1951	5	3	1	 	 	10
2018	14	7	1024	1	1	1951	5	3	1	 	 	10
2015	11	2	3624	2	1	1989	7	1	2	930	4	 
2016	12	2	3231	2	1	1989	7	1	2	930	7	 
2017	13	2	3435	2	1	1989	7	1	2	930	7	 
2018	14	2	3735	2	1	1989	7	1	2	930	7	 
2005	1	2	927	3	1	1963	4	1	2	 	 	1
2006	2	2	1007	3	1	1963	4	1	1	 	 	9
2007	3	2	1079	3	1	1963	4	1	2	 	 	7
2008	4	2	2304	3	1	1963	4	1	1	 	 	7
2009	5	2	3172	3	1	1963	4	1	1	 	 	10
2010	6	2	3259	3	1	1963	4	1	1	 	 	9
2011	7	2	3671	3	2	1968	4	1	1	 	 	9
2012	8	2	2563	2	2	1968	5	3	2	 	 	1
2013	9	2	2160	2	2	1968	5	3	2	999	1	 
2014	10	2	2412	2	2	1968	5	3	2	999	1	 
2015	11	2	4587	2	2	1968	5	3	2	 	 	1
2016	12	2	4183	2	2	1968	5	3	2	 	 	10
2017	13	2	4014	2	2	1968	5	3	1	 	 	 
2018	14	2	3252	1	2	1968	5	3	1	432	2	 
2012	8	2	625.2	1	1	1963	4	3	2	 	 	10
2013	9	3	680	1	1	1963	4	3	2	 	 	1
2014	10	3	908	1	1	1963	4	3	2	 	 	10
2015	11	3	810	1	1	1963	4	3	2	 	 	10
2016	12	3	765	1	1	1963	4	3	2	 	 	9
2017	13	3	773	1	1	1963	4	3	2	 	 	10
2018	14	3	802	1	1	1963	4	3	2	 	 	9
2005	1	2	456	1	2	1939	3	3	1	 	 	1
2006	2	2	654	1	2	1939	3	1	1	 	 	6
2007	3	2	486	1	2	1939	3	1	1	 	 	8
2008	4	2	621	1	2	1939	3	4	1	 	 	8
2009	5	2	651	1	2	1939	3	4	1	 	 	9
2010	6	2	908	1	2	1939	3	4	1	 	 	9
2011	7	2	731	1	2	1939	3	4	1	 	 	10
2012	8	2	929	1	2	1939	3	4	1	 	 	10
2013	9	2	817	1	2	1939	3	4	1	 	 	10
2014	10	2	1033	1	2	1939	3	4	1	 	 	10
2015	11	2	2131	2	2	1939	3	4	1	 	 	10
2016	12	2	934	1	2	1939	3	2	1	 	 	10
2017	13	2	888	1	2	1939	3	2	1	 	 	10
2018	14	2	1278	1	2	1939	3	2	1	 	 	9
2005	1	2	1980	4	1	1970	5	1	2	930	3	 
2006	2	2	914	4	1	1970	5	1	2	930	1	 
2007	3	2	2802	4	1	1970	5	1	1	941	1	 
2008	4	2	2445	4	1	1970	5	1	1	772	7	 
2009	5	2	4888	4	1	1970	5	1	1	772	4	 
2010	6	2	5205	4	1	1970	5	1	1	772	3	 
2011	7	2	5550	4	1	1970	5	1	1	772	4	 
2012	8	2	7121	4	1	1970	5	1	1	772	7	 
2013	9	2	5047	4	1	1970	5	1	2	772	5	 
2014	10	2	6442	4	1	1970	5	1	1	772	8	 
2015	11	2	4949	4	1	1970	5	1	2	 	 	9
2016	12	2	8341	3	1	1970	5	1	1	771	2	 
2017	13	2	7431	3	1	1970	5	1	1	 	 	9
2018	14	2	11281	4	1	1970	5	1	1	781	2	 
2005	1	2	1703	4	1	1967	5	1	2	941	1	 
2005	1	2	1933	3	2	1971	5	3	2	930	6	 
2006	2	2	1308	3	2	1971	5	1	2	930	2	 
2007	3	2	6211	4	2	1971	5	1	2	930	4	 
2008	4	2	2792	4	2	1971	5	1	2	930	2	 
2009	5	2	1558	3	2	1971	5	3	2	930	2	 
2010	6	2	1673	3	2	1971	5	3	2	930	3	 
2011	7	2	2719	3	2	1971	5	3	2	930	3	 
2012	8	2	3479	3	2	1971	5	3	2	521	10	 
2013	9	2	3912.8	3	2	1971	5	3	2	521	7	 
2014	10	2	4187	3	2	1971	5	3	2	521	7	 
2015	11	2	6559	3	2	1971	5	1	2	521	7	 
2016	12	2	6205	3	2	1971	5	1	2	930	4	 
2017	13	2	7002	3	2	1971	5	1	2	930	4	 
2018	14	2	7880	4	2	1971	5	1	2	930	3	 
2015	11	2	5736	2	1	1985	6	1	2	853	7	 
2016	12	2	6338	2	1	1985	6	1	2	853	9	 
2017	13	2	5206	3	1	1985	6	1	2	853	9	 
2018	14	2	5159	3	1	1985	6	1	2	842	8	 
2005	1	2	710	2	1	1941	3	1	1	 	 	1
2006	2	2	532	2	1	1941	3	1	1	 	 	1
2007	3	2	768	2	1	1941	3	1	1	 	 	8
2008	4	2	755	2	1	1941	3	1	1	 	 	8
2009	5	2	1272	2	1	1941	3	1	1	 	 	10
2010	6	2	1288	2	1	1941	3	1	1	 	 	10
2011	7	2	1059	2	1	1941	3	1	1	 	 	10
2012	8	2	2015	2	1	1941	3	1	1	 	 	10
2013	9	2	1502	2	1	1941	3	1	1	 	 	10
2014	10	2	1608	2	1	1941	3	1	1	 	 	10
2015	11	2	723	2	1	1941	3	1	1	 	 	10
2016	12	2	1867	2	1	1941	3	1	1	 	 	10
2017	13	2	2903	2	1	1941	3	1	1	 	 	10
2018	14	2	1412	2	1	1941	3	1	1	 	 	10
2005	1	2	1212	3	1	1958	5	1	2	752	1	 
2006	2	2	2232	3	1	1958	5	1	1	752	2	 
2007	3	2	1907	3	1	1958	5	1	2	941	2	 
2008	4	2	2738	3	1	1958	5	1	2	772	3	 
2005	1	2	366	1	2	1952	4	3	1	 	 	1
2006	2	2	364	1	2	1952	4	3	1	 	 	8
2007	3	2	574	1	2	1952	4	3	1	 	 	8
2008	4	2	466	1	2	1952	4	3	1	 	 	8
2009	5	2	518	1	2	1952	4	3	1	 	 	10
2010	6	2	676	1	2	1952	4	3	1	 	 	10
2011	7	2	1003	1	2	1952	4	3	1	 	 	10
2012	8	2	622	1	2	1952	4	3	1	 	 	10
2013	9	2	532	1	2	1952	4	3	1	 	 	6
2014	10	2	631	1	2	1952	4	3	2	 	 	10
2015	11	2	689	1	2	1952	4	3	1	 	 	10
2016	12	2	737	1	2	1952	4	3	1	 	 	10
2017	13	2	770	1	2	1952	4	3	1	 	 	10
2005	1	2	624	1	2	1944	3	2	1	914	3	 
2006	2	2	712	1	2	1944	3	2	1	914	3	 
2007	3	2	727	1	2	1944	3	2	1	914	2	 
2008	4	2	802	1	2	1944	3	2	1	941	3	 
2009	5	2	990	1	2	1944	3	2	1	941	1	 
2010	6	2	1582	1	2	1944	3	2	1	 	 	10
2011	7	2	1064	1	2	1944	3	2	1	 	 	10
2012	8	2	866	1	2	1944	3	2	1	 	 	10
2013	9	2	684	1	2	1944	3	2	1	 	 	6
2014	10	2	818	1	2	1944	3	2	1	 	 	10
2015	11	2	800	1	2	1944	3	2	1	 	 	10
2016	12	2	815	1	2	1944	3	2	1	 	 	10
2017	13	2	829	1	2	1944	3	2	1	 	 	10
2018	14	2	1373	1	2	1944	3	2	1	 	 	10
2005	1	2	2100	2	1	1970	5	1	2	237	1	 
2006	2	2	2730	2	1	1970	5	1	2	237	1	 
2007	3	2	2613	2	1	1970	5	1	2	941	1	 
2008	4	2	2384	2	1	1970	5	1	2	 	 	 
2009	5	2	2538	2	1	1970	5	1	2	 	 	5
2010	6	2	3022	2	1	1970	5	1	2	 	 	 
2011	7	2	2838	2	1	1970	5	1	2	 	 	5
2012	8	2	2822	2	1	1970	5	1	2	 	 	9
2013	9	2	4527	2	1	1970	5	1	2	510	5	 
2014	10	2	5794	2	1	1970	5	1	2	510	4	 
2015	11	2	5713	2	1	1970	5	1	2	510	5	 
2016	12	2	8427	2	1	1970	5	1	2	510	7	 
2017	13	2	8248	2	1	1970	5	1	2	 	 	 
2018	14	2	8625	2	1	1970	5	1	2	431	2	 
2005	1	2	1938	1	1	1975	5	5	2	913	1	 
2006	2	2	2934	1	1	1975	5	1	2	913	2	 
2007	3	2	462	2	1	1975	5	1	2	422	1	 
2008	4	2	1939	2	1	1975	5	1	1	910	1	 
2009	5	5	2475	2	1	1975	5	1	2	910	1	 
2010	6	5	2752	2	1	1975	5	1	2	941	1	 
2011	7	5	4307	3	1	1975	5	1	2	773	1	 
2012	8	7	3885	3	1	1975	5	1	2	773	1	 
2013	9	7	4474	4	1	1975	5	1	1	773	1	 
2014	10	7	5120	4	1	1975	5	1	1	773	1	 
2015	11	7	6885	4	1	1975	5	1	2	773	1	 
2016	12	7	5487	4	1	1975	5	1	2	773	1	 
2017	13	5	8653	4	1	1975	5	1	1	611	1	 
2018	14	5	6878	4	1	1975	5	1	2	611	1	 
2005	1	2	1112	1	1	1934	3	2	2	 	 	8
2006	2	2	614	1	1	1934	3	2	2	 	 	8
2007	3	2	144	1	1	1934	3	2	2	 	 	8
2008	4	2	4279	4	1	1957	3	1	2	910	1	 
2005	1	2	3222	4	1	1967	5	1	1	731	1	 
2006	2	2	3710	4	1	1967	5	1	2	731	1	 
2007	3	2	3804	4	1	1967	5	1	2	731	1	 
2008	4	2	3384	4	1	1967	5	1	2	751	1	 
2005	1	2	2531	6	1	1966	5	1	2	712	2	 
2006	2	2	3236	6	1	1966	5	1	2	712	2	 
2007	3	2	3363	6	1	1966	5	1	2	712	3	 
2008	4	2	3583	6	1	1966	5	1	2	772	1	 
2009	5	2	3272	6	1	1966	5	1	2	772	1	 
2010	6	2	4376	6	1	1966	5	1	2	772	3	 
2011	7	2	4615	6	1	1966	5	1	2	772	3	 
2012	8	2	5025	6	1	1966	5	1	2	772	2	 
2013	9	2	5123	6	1	1966	5	1	2	772	1	 
2014	10	2	6224	6	1	1966	5	1	2	772	2	 
2015	11	2	6086	6	1	1966	5	1	2	772	4	 
2016	12	2	6028	5	1	1966	5	1	2	772	1	 
2017	13	2	5952	4	1	1966	5	1	2	772	1	 
2018	14	2	9453	4	1	1966	5	1	2	781	3	 
2005	1	2	4331	4	1	1956	3	1	1	930	4	 
2006	2	2	5919	5	1	1956	3	1	1	930	3	 
2005	1	2	204	1	1	1927	7	2	1	 	 	 
2006	2	2	328	1	1	1927	7	2	1	 	 	8
