year	wave	region	income	family_member	gender	year_born	education_level	marriage	religion	occupation	company_size	reason_none_worker
2017	13	7	1019	1	2	1950	3	2	2	 	 	10
2018	14	7	1409	1	2	1950	3	2	2	611	1	 
2011	7	7	1155	2	1	1936	3	1	1	611	1	 
2012	8	7	844	2	1	1936	3	1	1	611	1	 
2013	9	7	523	2	1	1936	3	1	1	611	1	 
2014	10	7	938	2	1	1936	3	1	1	611	1	 
2015	11	7	1181	2	1	1936	3	1	1	611	1	 
2016	12	7	860	2	1	1936	3	1	1	611	1	 
2017	13	7	1173	2	1	1936	3	1	1	611	1	 
2018	14	7	1110	2	1	1936	3	1	2	611	1	 
2011	7	7	1634	2	1	1942	7	1	1	248	1	 
2012	8	7	2299	2	1	1942	7	1	1	248	1	 
2013	9	7	2709	2	1	1942	7	1	1	248	1	 
2014	10	7	1463	2	1	1942	7	1	1	248	1	 
2015	11	7	1826	2	1	1942	7	1	1	248	1	 
2016	12	7	1916	2	1	1942	7	1	1	248	1	 
2017	13	7	2133	2	1	1942	7	1	1	248	1	 
2018	14	7	2037	2	1	1942	7	1	1	248	1	 
2011	7	7	673	2	1	1938	2	1	1	 	 	10
2012	8	7	625	2	1	1938	2	1	1	 	 	10
2013	9	7	214	2	1	1938	2	1	1	 	 	10
2014	10	7	1223	2	1	1938	2	1	1	 	 	10
2015	11	7	2716	2	1	1938	2	1	1	 	 	10
2016	12	7	1274	2	1	1938	2	1	1	 	 	10
2017	13	7	1147	2	1	1938	2	1	1	 	 	1
2018	14	7	1198.3	2	1	1938	2	1	1	 	 	1
2011	7	7	1784	2	1	1936	3	1	1	611	1	 
2012	8	7	1204	2	1	1936	3	1	1	611	1	 
2013	9	7	1233	2	1	1936	3	1	1	611	1	 
2014	10	7	1202	2	1	1936	3	1	1	611	1	 
2015	11	7	1315	2	1	1936	3	1	1	611	1	 
2016	12	7	1325	2	1	1936	3	1	1	611	1	 
2017	13	7	1802.5	2	1	1936	3	1	1	611	1	 
2018	14	7	1400	2	1	1936	3	1	1	611	1	 
2011	7	7	1414	1	2	1945	3	2	1	611	1	 
2012	8	7	1972	1	2	1945	3	2	1	611	1	 
2013	9	7	2187	1	2	1945	3	2	1	611	1	 
2014	10	7	2770	1	2	1945	3	2	1	953	3	 
2015	11	7	2842	1	2	1945	3	2	2	611	1	 
2016	12	7	2207	1	2	1945	3	2	1	611	1	 
2017	13	7	1270	1	2	1945	3	2	2	 	 	10
2018	14	7	1266	1	2	1945	3	2	1	 	 	10
2011	7	7	3352	2	2	1959	4	3	1	812	6	 
2012	8	7	3943	2	2	1959	4	3	1	812	5	 
2013	9	7	3520	2	2	1959	4	3	1	952	7	 
2014	10	7	3741	2	2	1959	4	3	1	 	 	6
2015	11	7	886	1	2	1959	4	3	1	 	 	9
2016	12	7	1091	1	2	1959	4	3	1	 	 	10
2017	13	7	1028	1	2	1959	4	3	1	 	 	10
2018	14	7	613	1	2	1959	4	3	2	 	 	10
2015	11	7	2496	1	1	1986	7	5	2	259	2	 
2016	12	7	2380	1	1	1986	7	5	2	259	2	 
2017	13	7	1900	1	1	1986	7	5	2	259	2	 
2018	14	2	2994	1	1	1986	7	5	2	259	3	 
2011	7	7	2385	4	1	1969	5	1	1	751	2	 
2012	8	7	2022	4	1	1969	5	1	1	 	 	 
2013	9	7	2321	4	1	1969	5	1	1	930	2	 
2014	10	7	2541	4	1	1969	5	1	1	930	2	 
2015	11	7	2717	4	1	1969	5	1	1	930	2	 
2016	12	7	2339	4	1	1969	5	1	1	930	2	 
2017	13	7	2798	4	1	1969	5	1	1	930	2	 
2018	14	7	3580	4	1	1969	5	1	1	930	2	 
2011	7	7	7795	4	1	1965	5	1	2	761	1	 
2012	8	7	6631	4	1	1965	5	1	2	761	2	 
2013	9	7	4653	3	1	1965	5	1	2	761	1	 
2014	10	7	2718	3	1	1965	5	1	2	761	1	 
2015	11	7	3180	3	1	1965	5	1	2	761	1	 
2016	12	7	3459	3	1	1965	5	1	2	761	1	 
2017	13	7	5968	3	1	1965	5	1	2	761	1	 
2018	14	7	6357	3	1	1965	5	1	2	761	1	 
2013	9	7	3888	2	1	1975	6	1	2	761	1	 
2014	10	7	3837	2	1	1975	6	1	1	761	1	 
2015	11	7	4244	3	1	1975	6	1	1	761	1	 
2016	12	7	4962	4	1	1975	6	1	1	761	1	 
2017	13	7	5116	4	1	1975	6	1	1	761	1	 
2018	14	7	5271	4	1	1975	6	1	1	761	1	 
2011	7	7	709	1	2	1931	3	2	2	 	 	10
2012	8	7	852	1	2	1931	2	2	1	 	 	10
2013	9	7	497	1	2	1931	2	2	2	 	 	10
2014	10	7	600	1	2	1931	2	2	2	 	 	10
2015	11	7	689	1	2	1931	2	2	2	 	 	10
2016	12	7	666	1	2	1931	2	2	2	 	 	10
2017	13	7	449	1	2	1931	2	2	1	 	 	10
2018	14	7	626	1	2	1931	2	2	2	 	 	10
2011	7	7	964	1	2	1931	2	2	1	 	 	10
2012	8	7	823	1	2	1931	2	2	1	 	 	10
2013	9	1	742	1	2	1931	2	2	1	 	 	1
2011	7	7	1312	2	1	1921	2	1	2	 	 	10
2012	8	7	1694	2	1	1921	2	1	2	 	 	10
2013	9	7	1520	2	1	1921	2	1	2	 	 	10
2014	10	7	754	2	1	1921	2	1	2	 	 	10
2015	11	7	1153	2	1	1921	2	1	2	 	 	10
2016	12	7	994	2	1	1921	2	1	2	 	 	10
2011	7	7	752	2	1	1947	2	1	2	 	 	10
2012	8	7	1049	2	1	1947	3	1	2	 	 	10
2013	9	7	539	1	2	1949	3	2	1	 	 	10
2014	10	7	628	1	2	1949	3	2	1	 	 	10
2015	11	7	728	1	2	1949	3	2	1	611	1	 
2016	12	7	950	1	2	1949	3	2	1	611	1	 
2017	13	7	836	1	2	1949	3	2	1	 	 	10
2018	14	7	832	1	2	1949	3	2	1	 	 	10
2011	7	3	539	1	2	1934	3	2	1	 	 	10
2012	8	3	908	1	2	1934	3	2	1	 	 	10
2013	9	3	1319	1	2	1934	3	2	1	 	 	10
2014	10	3	1069	1	2	1934	3	2	1	 	 	10
2015	11	3	607	1	2	1934	3	2	1	 	 	10
2016	12	3	1693	1	2	1934	3	2	1	 	 	1
2011	7	2	1059	1	2	1937	3	2	1	 	 	10
2012	8	2	815	1	2	1937	3	2	1	 	 	10
2013	9	2	832	1	2	1937	3	2	1	951	7	 
2014	10	2	823	1	2	1937	3	2	1	 	 	10
2015	11	2	1182	1	2	1937	3	2	1	 	 	10
2016	12	2	1565	1	2	1937	3	2	1	999	3	 
2017	13	2	750	1	2	1937	3	2	1	941	3	 
2018	14	2	861	1	2	1937	3	2	1	 	 	9
2011	7	2	597	1	2	1932	3	2	1	 	 	10
2012	8	2	641	1	2	1932	3	2	1	 	 	10
2013	9	2	675	1	2	1932	3	2	1	 	 	10
2014	10	2	482	1	2	1932	3	2	2	 	 	9
2015	11	2	745	1	2	1932	3	2	1	 	 	10
2016	12	2	719	1	2	1932	3	2	1	 	 	10
2017	13	2	1171	1	2	1932	3	2	1	 	 	10
2018	14	2	1019	1	2	1932	3	2	1	 	 	10
2011	7	3	928	1	2	1938	3	2	2	951	1	 
2012	8	3	1218	1	2	1938	3	2	2	951	1	 
2013	9	3	573	1	2	1938	3	2	2	952	1	 
2014	10	3	543	1	2	1938	3	2	2	 	 	10
2015	11	3	529	1	2	1938	3	2	2	 	 	10
2016	12	3	623	1	2	1938	3	2	2	 	 	10
2017	13	3	889	1	2	1938	3	2	2	 	 	10
2018	14	3	635	1	2	1938	3	2	1	 	 	10
2011	7	3	644	1	1	1932	4	2	1	941	3	 
2012	8	3	683	1	1	1932	4	2	1	 	 	10
2013	9	3	767	1	1	1932	4	2	1	941	9	 
2014	10	3	1185	1	1	1932	4	2	1	 	 	10
2015	11	3	944	1	1	1932	4	2	1	 	 	10
2016	12	3	722	1	1	1932	4	2	1	 	 	10
2017	13	3	1021	1	1	1932	4	2	2	 	 	9
2018	14	3	909	1	1	1932	4	2	2	 	 	9
2011	7	3	485	1	2	1932	2	2	2	 	 	10
2012	8	3	708	1	2	1932	2	2	2	 	 	10
2013	9	3	1035	1	2	1932	2	2	2	 	 	10
2014	10	3	835	1	2	1932	2	2	2	 	 	10
2015	11	3	1045	1	2	1932	2	2	2	 	 	10
2016	12	3	389	1	2	1932	2	2	2	 	 	10
2017	13	3	3310	2	2	1932	2	2	2	 	 	1
2018	14	3	3119	2	1	1966	4	3	2	 	 	 
2011	7	3	975	1	2	1931	2	2	2	 	 	10
2012	8	3	623	1	2	1931	2	2	2	 	 	10
2013	9	3	505	1	2	1931	2	2	2	 	 	10
2014	10	3	985	1	2	1931	2	2	2	 	 	10
2015	11	3	878	1	2	1931	2	2	2	 	 	10
2016	12	3	806	1	2	1931	2	2	2	 	 	10
2017	13	3	584	1	2	1931	2	2	2	 	 	10
2018	14	3	820	1	2	1931	2	2	2	 	 	10
2011	7	3	833	1	2	1928	2	2	1	 	 	10
2012	8	3	515	1	2	1928	2	2	1	 	 	10
2011	7	3	921	1	2	1934	3	2	1	991	5	 
2012	8	3	755	1	2	1934	3	2	1	991	1	 
2013	9	3	814	1	2	1934	3	2	1	 	 	10
2014	10	3	985	1	2	1934	3	2	2	 	 	10
2015	11	3	778	1	2	1934	3	2	1	 	 	10
2016	12	3	1096	1	2	1934	3	2	1	 	 	10
2017	13	3	1261	1	2	1934	3	2	1	 	 	10
2018	14	3	1170	1	2	1934	3	2	1	 	 	9
2011	7	3	1729	1	2	1933	3	2	1	 	 	10
2012	8	3	1770	1	2	1933	3	2	1	 	 	10
2013	9	3	1486	1	2	1933	3	2	1	 	 	6
2014	10	3	1845	1	2	1933	3	2	1	 	 	10
2015	11	3	1023	1	2	1933	3	2	1	 	 	10
2016	12	3	1510	1	2	1933	3	2	1	 	 	10
2017	13	3	1739	1	2	1933	3	2	1	 	 	10
2018	14	3	2594	1	2	1933	3	2	1	 	 	10
2011	7	3	4092	1	1	1977	4	5	1	854	10	 
2012	8	3	4094	1	1	1977	4	5	1	854	9	 
2013	9	3	4302.8	1	1	1977	4	5	1	854	4	 
2014	10	3	5060	1	1	1977	4	5	1	854	4	 
2015	11	3	5000	1	1	1977	4	5	1	854	3	 
2016	12	3	5643	1	1	1977	4	5	1	854	2	 
2017	13	3	2911	1	1	1977	4	5	1	854	3	 
2018	14	3	2343	1	1	1977	4	5	2	854	10	 
2011	7	3	775	1	1	1935	4	2	1	 	 	10
2012	8	3	931	1	1	1935	4	2	1	 	 	10
2013	9	3	898	1	1	1935	4	2	1	 	 	10
2014	10	3	804	1	1	1935	4	2	1	 	 	10
2015	11	3	1185	1	1	1935	4	2	1	 	 	10
2016	12	3	998	1	1	1935	4	2	1	 	 	10
2011	7	3	649	1	2	1934	2	2	1	 	 	10
2012	8	3	709	1	2	1934	2	2	1	 	 	10
2013	9	3	736	1	2	1934	2	2	1	 	 	10
2014	10	3	751	1	2	1934	2	2	1	 	 	10
2015	11	3	637	1	2	1934	2	2	1	 	 	10
2016	12	3	858	1	2	1934	2	2	1	 	 	10
2017	13	3	973	1	2	1934	2	2	1	 	 	10
2018	14	3	836	1	2	1934	2	2	1	 	 	10
2011	7	3	3620	2	2	1959	4	2	1	159	1	 
2012	8	3	5000	2	2	1959	4	2	1	159	1	 
2013	9	3	3195	2	2	1959	4	2	1	442	1	 
2014	10	3	3129	2	2	1959	4	2	1	442	1	 
2015	11	3	4443	2	2	1959	4	2	1	442	1	 
2016	12	3	4700	2	2	1959	4	2	1	442	1	 
2017	13	3	4397	2	2	1959	4	2	1	442	1	 
2018	14	3	3821	2	2	1959	4	2	2	442	1	 
2011	7	3	1025	2	1	1978	5	5	2	 	 	 
2012	8	3	1101	2	1	1978	5	5	2	 	 	8
2013	9	3	1420	2	1	1978	5	5	2	882	3	 
2014	10	3	668	1	1	1978	5	5	2	 	 	10
2015	11	3	1132	1	1	1978	5	5	2	921	6	 
2016	12	3	1072	1	1	1978	5	5	2	 	 	 
2017	13	3	102.8	1	1	1978	5	5	2	 	 	 
2018	14	3	1385	1	1	1978	5	5	2	753	4	 
2011	7	3	998	1	1	1927	4	1	1	 	 	10
2012	8	3	930	1	1	1927	4	1	1	 	 	10
2013	9	3	1521	1	1	1927	4	2	1	 	 	10
2014	10	3	1452	1	1	1927	4	2	1	 	 	10
2015	11	3	930	1	1	1927	4	2	1	 	 	9
2016	12	3	1765	1	1	1927	4	2	1	 	 	10
2017	13	3	1500	1	1	1927	4	2	1	 	 	10
2018	14	3	1594	1	1	1927	4	2	1	 	 	10
2011	7	3	3207	4	1	1965	5	1	1	772	3	 
2012	8	3	3651	4	1	1965	5	1	2	772	3	 
2013	9	3	3193	4	1	1965	5	1	1	772	3	 
2014	10	3	3523	4	1	1965	5	1	2	772	1	 
2015	11	3	4927	4	1	1965	5	1	1	 	 	9
2016	12	3	3393	4	1	1965	5	1	1	 	 	10
2017	13	3	3110	4	1	1965	5	1	2	 	 	 
2018	14	3	3155	4	1	1965	5	1	1	 	 	9
2011	7	3	2706	2	1	1951	5	1	1	873	6	 
2012	8	3	2764	2	1	1951	5	1	1	873	6	 
2013	9	3	2251	2	1	1951	5	1	1	873	6	 
2014	10	3	2689	2	1	1951	5	1	1	873	1	 
2015	11	3	1700	2	1	1951	5	1	2	873	1	 
2016	12	3	3192	2	1	1951	5	1	2	873	1	 
2017	13	3	2347	2	1	1951	5	1	2	873	1	 
2018	14	3	2401	2	1	1951	5	1	1	873	1	 
2011	7	3	3279	2	1	1950	4	1	1	771	3	 
2012	8	3	3474	2	1	1950	4	1	1	771	3	 
2013	9	3	1609	2	1	1950	4	1	1	771	2	 
2014	10	3	1995	2	1	1950	4	1	1	910	1	 
2015	11	3	2169	2	1	1950	4	1	1	910	1	 
2016	12	3	2631	2	1	1950	4	1	1	 	 	10
2017	13	3	2471	2	1	1950	4	1	1	910	1	 
2018	14	3	2172	2	1	1950	4	1	1	 	 	9
2011	7	3	891	1	2	1954	3	3	1	941	1	 
2012	8	3	1043	1	2	1954	3	3	1	941	2	 
2013	9	3	1117	1	2	1954	3	3	1	941	9	 
2014	10	3	1140	1	2	1954	3	3	1	941	3	 
2015	11	3	1429	1	2	1954	3	3	2	 	 	10
2016	12	3	1073	1	2	1954	3	3	1	941	3	 
2017	13	3	1153	1	2	1954	3	3	1	941	3	 
2018	14	3	901	1	2	1954	3	3	1	 	 	9
2011	7	3	4352	3	1	1959	4	1	1	761	1	 
2012	8	3	5547	3	1	1959	4	1	1	761	1	 
2013	9	3	7115	3	1	1959	4	1	1	761	1	 
2014	10	3	5685	3	1	1959	4	1	1	761	8	 
2015	11	3	8485	3	1	1959	4	1	1	761	2	 
2016	12	3	8152	3	1	1959	4	1	1	761	3	 
2017	13	3	5513	3	1	1959	4	1	1	761	7	 
2018	14	3	8178	3	1	1959	4	1	1	761	3	 
2011	7	3	3726	3	1	1949	5	1	2	 	 	9
2012	8	3	2425	3	1	1949	5	1	2	 	 	10
2013	9	3	1738	3	1	1949	5	1	2	 	 	9
2014	10	3	3307	3	1	1949	5	1	2	 	 	8
2015	11	3	2617	3	1	1949	5	1	2	 	 	10
2016	12	3	3787	3	1	1949	5	1	2	 	 	8
2017	13	3	3158	3	1	1949	5	1	2	 	 	6
2018	14	3	2295	2	1	1949	5	2	2	 	 	9
2011	7	3	7816	3	1	1959	5	1	1	854	10	 
2012	8	3	7630	3	1	1959	5	1	1	854	10	 
2013	9	3	7503	3	1	1959	5	1	1	854	10	 
2014	10	3	8080	2	1	1959	5	1	2	854	10	 
2015	11	3	7216	2	1	1959	5	1	1	854	10	 
2016	12	3	7072	3	1	1959	5	1	1	854	10	 
2017	13	3	7103	3	1	1959	5	1	1	854	10	 
2018	14	3	7003	3	1	1959	5	1	1	854	10	 
2011	7	3	3450	4	1	1973	5	1	1	875	2	 
2012	8	3	3830	4	1	1973	5	1	1	875	3	 
2013	9	3	8823	1	1	1973	6	3	2	874	1	 
2014	10	3	8832	1	1	1973	6	3	2	874	1	 
2015	11	3	4002	1	1	1973	6	3	2	874	1	 
2016	12	3	6392	1	1	1973	6	3	2	874	1	 
2017	13	3	1643	1	1	1973	6	3	2	874	1	 
2013	9	3	1656	3	2	1975	5	3	1	247	2	 
2014	10	3	2297	3	2	1975	5	3	2	247	2	 
2015	11	3	2474	3	2	1975	5	3	1	247	2	 
2016	12	3	2075	3	2	1975	5	3	1	259	1	 
2017	13	3	2899	3	2	1975	5	3	2	259	1	 
2018	14	3	3742	3	2	1975	5	3	2	259	2	 
2011	7	3	1110	2	1	1949	3	1	1	 	 	10
2012	8	3	1219	2	1	1949	3	1	1	 	 	10
2013	9	3	1441	2	1	1949	3	1	1	 	 	10
2014	10	3	1311	2	1	1949	3	1	1	 	 	10
2015	11	3	955	1	1	1949	3	2	1	 	 	10
2016	12	3	1444	1	1	1949	3	2	1	 	 	10
2017	13	3	1051	1	1	1949	3	2	1	 	 	10
2018	14	7	824	1	1	1949	3	2	1	 	 	9
2011	7	3	871	1	2	1946	3	2	1	 	 	10
2012	8	3	1300	1	2	1946	3	2	1	 	 	9
2013	9	3	1147	1	2	1946	3	2	1	 	 	10
2014	10	3	819	1	2	1946	3	2	1	 	 	10
2015	11	3	1091	1	2	1946	3	2	1	 	 	10
2016	12	3	1414	1	2	1946	3	2	1	 	 	10
2017	13	3	1184	1	2	1946	3	2	1	 	 	10
2018	14	3	1095	1	2	1946	3	2	1	 	 	10
2011	7	3	451	2	1	1940	4	1	2	 	 	10
2012	8	3	1240	2	1	1940	4	1	2	 	 	10
2013	9	3	480	2	1	1940	4	1	2	 	 	10
2014	10	3	1086	2	1	1940	4	1	2	 	 	10
2015	11	3	993	2	1	1940	4	1	2	 	 	10
2016	12	3	1166	2	1	1940	4	1	2	 	 	10
2017	13	3	664	2	1	1940	4	1	2	 	 	10
2018	14	3	1370	2	1	1940	4	1	2	 	 	10
2011	7	3	1030	1	2	1940	3	2	1	 	 	10
2012	8	3	1121	1	2	1940	3	2	1	 	 	10
2013	9	3	1086	1	2	1940	3	2	2	 	 	6
2014	10	3	1408	1	2	1940	3	2	2	 	 	10
2015	11	3	1342	1	2	1940	3	2	1	 	 	10
2016	12	3	1586	1	2	1940	3	2	1	 	 	10
2017	13	3	1500	1	2	1940	3	2	1	 	 	10
2018	14	3	1517	1	2	1940	3	2	1	 	 	10
2011	7	3	677	1	2	1939	2	2	1	941	1	 
2012	8	3	647	1	2	1939	2	2	1	 	 	10
2013	9	3	609	1	2	1939	2	2	1	 	 	1
2014	10	3	799	1	2	1939	2	2	1	 	 	10
2015	11	3	981	1	2	1939	2	2	1	 	 	10
2016	12	3	983	1	2	1939	2	2	1	951	1	 
2017	13	3	915	1	2	1939	2	2	1	 	 	10
2018	14	3	787	1	2	1939	2	2	1	 	 	10
2011	7	3	2034	2	2	1957	4	3	2	952	1	 
2012	8	3	2188	2	2	1957	4	3	1	952	3	 
2013	9	3	2583	2	2	1957	4	3	1	952	5	 
2014	10	3	2876	2	2	1957	4	3	2	952	2	 
2015	11	3	1663	2	2	1957	4	3	2	952	4	 
2016	12	3	1810	1	2	1957	4	3	2	952	4	 
2017	13	1	357	1	2	1957	4	3	2	952	1	 
2018	14	3	1663	1	2	1957	4	3	1	952	3	 
2011	7	3	1155	3	1	1940	5	1	1	 	 	10
2012	8	3	1510	3	1	1940	5	1	1	 	 	10
2013	9	3	2214	3	1	1940	5	1	1	 	 	10
2014	10	3	802	3	1	1940	5	1	1	 	 	10
2011	7	3	3461	3	1	1950	5	1	2	930	3	 
2012	8	3	5473	3	1	1950	5	1	2	930	5	 
2013	9	3	2961	3	1	1950	5	1	2	910	3	 
2014	10	3	3888	3	1	1950	5	1	2	910	11	 
2015	11	3	4905	3	1	1950	5	1	1	910	4	 
2016	12	3	4964	3	1	1950	5	1	1	910	6	 
2017	13	3	4836	3	1	1950	5	1	2	 	 	10
2018	14	3	3443	3	1	1950	5	1	1	 	 	10
2011	7	3	10076	3	1	1951	7	1	1	611	1	 
2012	8	3	7451	2	1	1951	7	1	1	611	1	 
2013	9	3	3956	2	1	1951	7	1	1	611	1	 
2014	10	3	5210	2	1	1951	7	1	2	611	1	 
2015	11	3	7565	2	1	1951	7	1	1	271	1	 
2016	12	3	6472	2	1	1951	7	1	1	271	3	 
2017	13	3	5943	2	1	1951	7	1	1	271	3	 
2018	14	3	6444	2	1	1951	7	1	1	271	1	 
2011	7	3	1763	2	2	1933	4	1	2	 	 	6
2012	8	3	2128	2	2	1933	4	1	1	 	 	6
2013	9	3	1392	2	2	1933	4	1	2	 	 	10
2014	10	3	1386	2	2	1933	4	1	2	 	 	10
2015	11	3	2329	2	2	1933	4	1	2	 	 	10
2016	12	3	1350	2	2	1933	4	1	2	 	 	10
2017	13	3	2507	2	2	1933	4	1	2	 	 	10
2018	14	3	2349	2	2	1933	4	1	2	 	 	10
2011	7	3	6256	2	1	1951	4	1	2	159	1	 
2012	8	3	3538	2	1	1951	4	1	2	159	1	 
2013	9	3	5475	2	1	1951	4	1	2	159	1	 
2014	10	3	7406	2	1	1951	4	1	2	159	1	 
2015	11	3	5965	2	1	1951	4	1	2	159	1	 
2016	12	3	6391	2	1	1951	4	1	2	159	1	 
2017	13	3	3573	2	1	1951	4	1	2	611	1	 
2018	14	3	2582	2	1	1951	4	1	2	611	1	 
2011	7	1	3896	1	2	1986	7	5	2	243	9	 
2012	8	1	4308	1	2	1986	7	5	2	243	10	 
2013	9	1	4382	1	2	1986	7	5	2	243	10	 
2014	10	1	4882	1	2	1986	7	5	2	243	9	 
2015	11	2	4502	1	2	1986	7	1	2	243	10	 
2016	12	2	5031	2	1	1988	7	1	2	1012	10	 
2017	13	2	8053	2	1	1988	7	1	2	1012	10	 
2018	14	2	8622	2	1	1988	7	1	2	1001	7	 
2011	7	3	2223	1	1	1932	3	1	1	 	 	10
2012	8	3	2052	1	1	1932	3	1	2	 	 	10
2013	9	3	1786	1	1	1932	3	1	1	 	 	10
2011	7	3	10189	4	1	1955	5	1	2	312	10	 
2012	8	3	12763	4	1	1955	5	1	2	312	10	 
2013	9	3	14619	4	1	1955	5	1	2	312	10	 
2014	10	3	6870	3	1	1955	5	1	2	312	10	 
2015	11	3	10550	3	1	1955	5	1	2	312	3	 
2016	12	3	9220	3	1	1955	5	1	2	 	 	10
2017	13	3	9111	3	1	1955	5	1	2	921	9	 
2018	14	3	7208	2	1	1955	5	1	2	921	1	 
2014	10	3	65436	2	1	1986	7	1	2	151	1	 
2015	11	3	5083	3	1	1986	7	1	1	442	1	 
2016	12	3	6681	3	1	1986	7	1	1	312	2	 
2017	13	3	8239	4	1	1986	7	1	1	312	2	 
2018	14	3	9720	4	1	1986	7	1	2	312	5	 
2018	14	3	7368	2	1	1987	6	1	2	411	9	 
2011	7	3	2275	3	1	1959	5	1	1	159	1	 
2012	8	3	3021	3	1	1959	5	1	1	159	1	 
2013	9	3	2637	3	1	1959	5	1	1	521	1	 
2014	10	3	6221	3	1	1959	5	1	2	521	1	 
2015	11	3	5626	3	1	1959	5	1	1	521	1	 
2016	12	3	7183	3	1	1959	5	1	2	521	1	 
2017	13	3	6406	3	1	1959	5	1	1	521	1	 
2018	14	3	3582	2	1	1959	5	1	1	521	1	 
2011	7	3	2255	2	1	1938	7	1	1	 	 	10
2012	8	3	1495	2	1	1938	7	1	1	 	 	10
2013	9	3	1731	2	1	1938	7	1	1	 	 	10
2014	10	3	2254	2	1	1938	7	1	1	 	 	10
2015	11	3	1631	2	1	1938	7	1	1	 	 	10
2016	12	3	2355	2	1	1938	7	1	1	 	 	10
2017	13	3	1496	2	1	1938	7	1	1	 	 	10
2018	14	3	1886	2	1	1938	7	1	1	 	 	10
2011	7	3	4866	4	1	1968	7	1	1	312	4	 
2012	8	3	4678	4	1	1968	7	1	1	312	4	 
2013	9	3	5768	4	1	1968	7	1	2	312	4	 
2014	10	3	4502	4	1	1968	7	1	1	312	3	 
2015	11	3	4670	4	1	1968	7	1	1	312	3	 
2016	12	3	5939	4	1	1968	7	1	1	312	4	 
2017	13	3	6188	4	1	1968	7	1	1	312	4	 
2018	14	3	7683	4	1	1968	7	1	2	141	4	 
2011	7	3	4656	4	1	1966	8	1	1	151	10	 
2012	8	3	5172	4	1	1966	8	1	1	510	1	 
2011	7	3	1938	1	1	1955	5	4	1	873	1	 
2012	8	3	1722	1	1	1955	5	4	1	873	1	 
2013	9	3	2229	1	1	1955	5	4	1	873	1	 
2014	10	3	1842	2	1	1955	5	1	2	873	1	 
2015	11	3	2368	2	1	1955	5	1	1	873	1	 
2016	12	3	2643	2	1	1955	5	1	1	873	1	 
2017	13	3	3036	2	1	1955	5	1	1	873	1	 
2018	14	3	3771	2	1	1955	5	1	1	873	1	 
2011	7	3	5208	2	1	1946	7	1	1	 	 	10
2012	8	3	6192	2	1	1946	7	1	1	 	 	10
2013	9	3	5779	2	1	1946	7	1	1	 	 	10
2014	10	3	5842	2	1	1946	7	1	1	 	 	10
2015	11	3	5527	2	1	1946	7	1	1	 	 	10
2016	12	3	6403	2	1	1946	7	1	1	 	 	10
2017	13	3	7178	2	1	1946	7	1	1	 	 	10
2018	14	3	5781	2	1	1946	7	1	1	 	 	10
2011	7	3	1958	2	1	1977	5	5	2	710	3	 
2012	8	3	1569	2	1	1977	5	5	2	999	1	 
2013	9	3	1488	2	1	1977	5	5	1	999	1	 
2014	10	3	1510	2	1	1977	5	5	2	999	1	 
2015	11	3	844	2	1	1977	5	5	2	 	 	8
2016	12	3	1203	2	1	1977	5	5	2	 	 	9
2017	13	3	1483	2	1	1977	5	5	2	 	 	8
2018	14	3	1633	1	1	1977	5	5	2	999	1	 
2011	7	3	1968	1	2	1932	3	2	1	 	 	10
2012	8	3	3785	1	2	1932	3	2	1	 	 	10
2013	9	3	2013	1	2	1932	3	2	1	 	 	10
2014	10	3	2487	1	2	1932	3	2	1	 	 	10
2015	11	3	630	1	2	1932	3	2	1	 	 	10
2016	12	3	3027	1	2	1932	3	2	1	 	 	10
2017	13	3	2317	1	2	1932	3	2	1	 	 	1
2018	14	3	3027	2	2	1959	5	3	1	 	 	8
2011	7	3	1206	2	1	1936	3	1	1	611	1	 
2012	8	3	5316	6	1	1936	3	1	1	 	 	10
2013	9	3	5172	6	1	1936	3	1	1	 	 	10
2014	10	3	1074	2	1	1936	3	1	1	 	 	10
2015	11	3	649	1	2	1941	3	2	1	 	 	10
2016	12	3	1147	1	2	1941	3	2	1	 	 	10
2017	13	3	1116	1	2	1941	3	2	1	 	 	10
2018	14	3	832	1	2	1941	3	2	1	 	 	10
2011	7	1	782	2	1	1958	4	2	1	 	 	9
2012	8	1	2132	2	1	1958	4	2	1	 	 	9
2013	9	1	7	1	1	1958	4	2	1	 	 	1
2014	10	1	866	1	1	1958	4	2	1	 	 	9
2015	11	1	907	1	1	1958	4	2	2	 	 	10
2016	12	1	885	1	1	1958	4	2	1	 	 	10
2017	13	1	766	1	1	1958	4	2	1	 	 	10
2011	7	1	1941	2	1	1944	5	1	1	 	 	10
2011	7	1	374	1	2	1942	2	2	1	 	 	10
2012	8	1	374	1	2	1942	2	2	1	 	 	10
2013	9	1	655	1	2	1942	2	2	1	 	 	10
2014	10	1	651	1	2	1942	2	2	1	 	 	10
2015	11	1	759	1	2	1942	2	2	1	 	 	10
2016	12	1	814	1	2	1942	2	2	1	 	 	10
2017	13	1	1206	1	2	1942	2	2	1	 	 	10
2011	7	1	4191	3	1	1969	7	5	1	311	10	 
2012	8	1	6439	3	1	1969	6	5	1	311	10	 
2013	9	1	6516	3	1	1969	6	5	1	311	10	 
2014	10	1	7303	3	1	1969	6	5	1	320	10	 
2015	11	1	7417	2	1	1969	7	5	1	320	10	 
2016	12	1	7788	2	1	1969	7	5	1	222	10	 
2017	13	1	6740	1	1	1969	7	5	1	222	10	 
